,entities,labels
54547,Fetal compartment fluid collection,10077628
54548,Foetal compartment fluid collection,10077628
54549,Fetal damage,10016852
54550,Foetal damage,10016852
54551,Foetal damage NOS,10016852
54552,"Suspec damage to fetus from viral disease in the mother, affecting manag of mother",10016852
54553,"Suspected damage to fetus from viral disease in the mother, affecting manag of mother, with delivery",10016852
54554,"Suspected damage to fetus from viral disease in the mother, affecting management of mother",10016852
54555,Fetal distress,10016855
54556,Fetal distress affecting management of mother,10016855
54557,"Fetal distress before onset of labor, in liveborn infant",10016855
54558,"Fetal distress before onset of labour, in liveborn infant",10016855
54559,"Fetal distress first noted during labor, in liveborn infant",10016855
54560,"Fetal distress first noted during labour, in liveborn infant",10016855
54561,Fetal distress syndrome,10016855
54562,"Fetal distress, affecting management of mother, antepartum",10016855
54563,"Fetal distress, affecting management of mother, delivered",10016855
54564,"Fetal distress, affecting management of mother, unspecified as to episode of care",10016855
54565,"Fetal distress, unspecified as to time of onset, in liveborn infant",10016855
54566,Foetal distress,10016855
54567,Foetal distress affecting management of mother,10016855
54568,"Foetal distress before onset of labour, in liveborn infant",10016855
54569,"Foetal distress first noted during labour, in liveborn infant",10016855
54570,Foetal distress syndrome,10016855
54571,"Foetal distress, affecting management of mother, antepartum",10016855
54572,"Foetal distress, affecting management of mother, unspecified as to episode of care",10016855
54573,"Foetal distress, unspecified as to time of onset, in liveborn infant",10016855
54574,Intra-uterine hypoxia,10016855
54575,Syndrome fetal distress,10016855
54576,Syndrome foetal distress,10016855
54577,Fetal dystocia,10083545
54578,Foetal dystocia,10083545
54579,Fetal growth abnormality,10077582
54580,Foetal growth abnormality,10077582
54581,Fetal growth arrest,10070531
54582,Fetal growth restriction,10070531
54583,Fetal growth retardation,10070531
54584,"Fetal growth retardation, unspecified",10070531
54585,"Fetal growth retardation, unspecified {weight}",10070531
54586,"Fetal growth retardation, unspecified, 1,000-1,249 grams",10070531
54587,"Fetal growth retardation, unspecified, 1,250-1,499 grams",10070531
54588,"Fetal growth retardation, unspecified, 1,500-1,749 grams",10070531
54589,"Fetal growth retardation, unspecified, 1,750-1,999 grams",10070531
54590,"Fetal growth retardation, unspecified, 2,000-2,499 grams",10070531
54591,"Fetal growth retardation, unspecified, 2,500+ grams",10070531
54592,"Fetal growth retardation, unspecified, 500-749 grams",10070531
54593,"Fetal growth retardation, unspecified, 750-999 grams",10070531
54594,"Fetal growth retardation, unspecified, less than 500 grams",10070531
54595,Fetal maturation impaired,10070531
54596,Foetal growth arrest,10070531
54597,Foetal growth restriction,10070531
54598,Foetal growth retardation,10070531
54599,"Foetal growth retardation, unspecified",10070531
54600,"Foetal growth retardation, unspecified {weight}",10070531
54601,"Foetal growth retardation, unspecified, 1,000-1,249 grams",10070531
54602,"Foetal growth retardation, unspecified, 1,250-1,499 grams",10070531
54603,"Foetal growth retardation, unspecified, 1,500-1,749 grams",10070531
54604,"Foetal growth retardation, unspecified, 1,750-1,999 grams",10070531
54605,"Foetal growth retardation, unspecified, 2,000-2,499 grams",10070531
54606,"Foetal growth retardation, unspecified, 2,500+ grams",10070531
54607,"Foetal growth retardation, unspecified, 500-749 grams",10070531
54608,"Foetal growth retardation, unspecified, 750-999 grams",10070531
54609,"Foetal growth retardation, unspecified, less than 500 grams",10070531
54610,Foetal maturation impaired,10070531
54611,Growth interuterine retard,10070531
54612,Growth intrauterine retard,10070531
54613,Interuterine growth retard,10070531
54614,Intrauterine growth retard,10070531
54615,Intrauterine growth retardation,10070531
54616,Poor fetal growth affecting management of mother,10070531
54617,"Poor fetal growth, affecting management of mother, antepartum condition or complication",10070531
54618,"Poor fetal growth, affecting management of mother, delivered",10070531
54619,"Poor fetal growth, affecting management of mother, unspecified as to episode of care",10070531
54620,Poor foetal growth affecting management of mother,10070531
54621,"Poor foetal growth, affecting management of mother, delivered",10070531
54622,"Poor foetal growth, affecting management of mother, unspecified as to episode of care",10070531
54623,Slow fetal growth and fetal malnutrition,10070531
54624,Fetal hypokinesia,10068461
54625,Fetal movements decreased,10068461
54626,Foetal hypokinesia,10068461
54627,Foetal movements decreased,10068461
54628,Fetal macrosomia,10053700
54629,Foetal macrosomia,10053700
54630,Fetal malnutrition,10016862
54631,Fetal malnutrition without mention of light-for-dates,10016862
54632,"Fetal malnutrition without mention of light-for-dates, 1,000-1,249 grams",10016862
54633,"Fetal malnutrition without mention of light-for-dates, 1,250-1,499 grams",10016862
54634,"Fetal malnutrition without mention of light-for-dates, 1,500-1,749 grams",10016862
54635,"Fetal malnutrition without mention of light-for-dates, 1,750-1,999 grams",10016862
54636,"Fetal malnutrition without mention of light-for-dates, 2,000-2,499 grams",10016862
54637,"Fetal malnutrition without mention of light-for-dates, 2,500+ grams",10016862
54638,"Fetal malnutrition without mention of light-for-dates, 500-749 grams",10016862
54639,"Fetal malnutrition without mention of light-for-dates, 750-999 grams",10016862
54640,"Fetal malnutrition without mention of light-for-dates, less than 500 grams",10016862
54641,"Fetal malnutrition without mention of light-for-dates, unspecified {weight}",10016862
54642,Foetal malnutrition,10016862
54643,Fetal malposition,10016863
54644,Foetal malposition,10016863
54645,Foetal malposition NOS,10016863
54646,Malposition and malpresentation of fetus,10016863
54647,"Oth malpres, malpos, and disproportion during labor and delivery affecting fetus or n/born",10016863
54648,"Other malpres, malpos, and disproportion during labour and delivery affecting fetus or newborn",10016863
54649,"Other malpresentation, malposition, and disproportion during labor and delivery affecting fetus or n",10016863
54650,Other specified malposition or malpresentation of fetus,10016863
54651,"Other specified malposition or malpresentation, antepartum",10016863
54652,"Other specified malposition or malpresentation, delivered",10016863
54653,"Other specified malposition or malpresentation, unspecified as to episode of care",10016863
54654,Unspecified malposition or malpresentation of fetus,10016863
54655,"Unspecified malposition or malpresentation, antepartum",10016863
54656,"Unspecified malposition or malpresentation, delivered",10016863
54657,"Unspecified malposition or malpresentation, unspecified as to episode of care",10016863
54658,Fetal renal impairment,10078987
54659,Foetal renal impairment,10078987
54660,Fetish,10016531
54661,Fetishism,10016531
54662,Fetus or newborn affected by maternal complications of pregnancy,10057673
54663,Fetus or newborn affected by maternal complicatons of pregnancy,10057673
54664,Fetus or newborn affected by maternal conditions which may be unrelated to pregnancy,10057673
54665,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,10057673
54666,Foetus or newborn affected by maternal complications of pregnancy,10057673
54667,Maternal condition affecting fetus,10057673
54668,Maternal condition affecting foetus,10057673
54669,Maternal condition NEC affecting foetus,10057673
54670,Maternal diabetes mellitus affecting neonate,10057673
54671,Maternal disorder NOS affecting foetus,10057673
54672,Maternal infections affecting fetus or newborn,10057673
54673,Maternal injury affecting fetus or newborn,10057673
54674,Maternal nutritional disorders affecting fetus or newborn,10057673
54675,Maternal renal and urinary tract diseases affecting fetus or newborn,10057673
54676,Other chronic maternal circulatory and respiratory diseases affecting fetus and newborn,10057673
54677,Other chronic maternal circulatory and respiratory diseases affecting fetus or newborn,10057673
54678,Other specified maternal complications of pregnancy affecting fetus or newborn,10057673
54679,Other specified maternal conditions affecting fetus or newborn,10057673
54680,Surgical operation on mother affecting fetus or newborn,10057673
54681,"Suspec damage to fetus from oth disease in the mother, affect manag of mother, antepart cond or comp",10057673
54682,"Suspec damage to fetus from oth disease in the mother, affect manag of mother, unspec as to eoc",10057673
54683,"Suspected damage to fetus from other disease in the mother, affecting manag of mother, with delivery",10057673
54684,"Suspected damage to fetus from other disease in the mother, affecting management of mother",10057673
54685,"Syndrome of ""infant of a diabetic mother",10057673
54686,Syndrome of infant of a diabetic mother,10057673
54687,Unspecified maternal complication of pregnancy affecting fetus or newborn,10057673
54688,Unspecified maternal condition affecting fetus or newborn,10057673
54689,Fever neonatal,10016562
54690,Fibrillary glomerulonephritis,10068279
54691,Fibrosis kidney,10023421
54692,Kidney fibrosis,10023421
54693,Renal interstitial fibrosis,10023421
54694,Renal scarring,10023421
54695,Fibrosis retroperitoneal,10038979
54696,Idiopathic retroperitoneal fibrosis,10038979
54697,Ormond's disease,10038979
54698,Retroperitoneal fibrosis,10038979
54699,Finger licking,10083799
54700,First trimester pregnancy,10052395
54701,Fixed bowel loop,10074216
54702,Flashback,10016754
54703,Flashbacks,10016754
54704,Flight of ideas,10016777
54705,Floating kidney,10023423
54706,Kidney hypermobility,10023423
54707,Mobile kidney,10023423
54708,Focal ＆ segmental glomerulosclerosis,10067757
54709,Focal glomerulosclerosis,10067757
54710,Focal segmental glomerulosclerosis,10067757
54711,Folie a deux,10040535
54712,Induced psychosis,10040535
54713,Shared paranoid disorder,10040535
54714,Shared psychotic disorder,10040535
54715,Fowler's syndrome,10071718
54716,Frequency of micturition,10036018
54717,Frequency urinary,10036018
